No,Title,ISSN,E-ISSN,CATEGORY,Publisher,Address,Nation
7790029,TURKISH JOURNAL OF BIOCHEMISTRY-TURK BIYOKIMYA DERGISI,0250-4685,1303-829X,Biochemistry & Molecular Biology,WALTER DE GRUYTER GMBH,"GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785",GERMANY
7790030,TURKISH JOURNAL OF BIOLOGY,1300-0152,1303-6092,Biology,TUBITAK SCIENTIFIC & TECHNOLOGICAL RESEARCH COUNCIL TURKEY,"ATATURK BULVARI NO 221, KAVAKLIDERE, ANKARA, Turkiye, TR-06100",TURKEY
7790031,TURKISH JOURNAL OF BOTANY,1300-008X,1303-6106,Plant Sciences,TUBITAK SCIENTIFIC & TECHNOLOGICAL RESEARCH COUNCIL TURKEY,"ATATURK BULVARI NO 221, KAVAKLIDERE, ANKARA, Turkiye, TR-06100",TURKEY
7790032,TURKISH JOURNAL OF CHEMISTRY,1300-0527,1300-0527,"Chemistry, Multidisciplinary ; Engineering, Chemical",TUBITAK SCIENTIFIC & TECHNOLOGICAL RESEARCH COUNCIL TURKEY,"ATATURK BULVARI NO 221, KAVAKLIDERE, ANKARA, Turkiye, TR-06100",TURKEY
7790033,TURKISH JOURNAL OF CIVIL ENGINEERING,2822-6836,2822-6836,"Engineering, Civil",TURKISH CHAMBER CIVIL ENGINEERS,"SELANIK CAD NO 19-1, KIZILAY, Turkiye, ANKARA, 06650",TURKEY
7790034,TURKISH JOURNAL OF EARTH SCIENCES,1300-0985,1300-0985,"Geosciences, Multidisciplinary",TUBITAK SCIENTIFIC & TECHNOLOGICAL RESEARCH COUNCIL TURKEY,"ATATURK BULVARI NO 221, KAVAKLIDERE, ANKARA, Turkiye, TR-06100",TURKEY
7790035,TURKISH JOURNAL OF ELECTRICAL ENGINEERING AND COMPUTER SCIENCES,1300-0632,1303-6203,"Computer Science, Artificial Intelligence ; Engineering, Electrical & Electronic",TUBITAK SCIENTIFIC & TECHNOLOGICAL RESEARCH COUNCIL TURKEY,"ATATURK BULVARI NO 221, KAVAKLIDERE, ANKARA, Turkiye, TR-06100",TURKEY
7790036,TURKISH JOURNAL OF FIELD CROPS,1301-1111,1301-1111,Agronomy,SOC FIELD CROP SCI,"EGE UNIV ZIRAAT FAK TARLA, BITKILERI BOLUMU, BORNOVA, Turkiye, IZMIR, 35100",TURKEY
7790037,TURKISH JOURNAL OF FISHERIES AND AQUATIC SCIENCES,1303-2712,2149-181X,Fisheries ; Marine & Freshwater Biology,CENTRAL FISHERIES RESEARCH INST,"PO BOX 129, TRABZON, Turkiye, 61001",TURKEY
7790038,TURKISH JOURNAL OF GASTROENTEROLOGY,,2148-5607,Gastroenterology & Hepatology,AVES,"BUYUKDERE CAD 105-9, MECIDIYEKOY, SISLI, Turkiye, ISTANBUL, 34394",TURKEY
7790039,TURKISH JOURNAL OF GERIATRICS-TURK GERIATRI DERGISI,1304-2947,1307-9948,Geriatrics & Gerontology,GUNES KITABEVI LTD STI,"M RAUF INAN SOK NO 3, ANKARA, Turkiye, SIHHIYE, 06410",TURKEY
7790040,TURKISH JOURNAL OF HEMATOLOGY,1300-7777,1308-5263,Hematology,GALENOS PUBL HOUSE,"Kacamak Sokak 21/1, ISTANBUL, Turkiye, Findikzade, 34093",TURKEY
7790041,TURKISH JOURNAL OF MATHEMATICS,1300-0098,1303-6149,Mathematics,TUBITAK SCIENTIFIC & TECHNOLOGICAL RESEARCH COUNCIL TURKEY,"ATATURK BULVARI NO 221, KAVAKLIDERE, ANKARA, Turkiye, TR-06100",TURKEY
7790042,TURKISH JOURNAL OF MEDICAL SCIENCES,1300-0144,1303-6165,"Medicine, General & Internal",TUBITAK SCIENTIFIC & TECHNOLOGICAL RESEARCH COUNCIL TURKEY,"ATATURK BULVARI NO 221, KAVAKLIDERE, ANKARA, Turkiye, TR-06100",TURKEY
7790043,TURKISH JOURNAL OF PEDIATRICS,0041-4301,0041-4301,Pediatrics,TURKISH J PEDIATRICS,"P K 66 SAMANPAZARI, ANKARA, Turkiye, 06240",TURKEY
7790044,TURKISH JOURNAL OF PHYSICAL MEDICINE AND REHABILITATION,,2587-1250,Rehabilitation,BAYCINAR MEDICAL PUBL-BAYCINAR TIBBI YAYINCILIK,"ORNEK MH DR SUPHI EZGI SK SARAY APT NO 11 D 6, ATASEHIR, Turkiye, ISTANBUL, 34704",TURKEY
7790045,TURKISH JOURNAL OF VETERINARY & ANIMAL SCIENCES,1300-0128,1300-0128,Veterinary Sciences,TUBITAK SCIENTIFIC & TECHNOLOGICAL RESEARCH COUNCIL TURKEY,"ATATURK BULVARI NO 221, KAVAKLIDERE, ANKARA, Turkiye, TR-06100",TURKEY
7790046,TURKISH JOURNAL OF ZOOLOGY,1300-0179,1303-6114,Zoology,TUBITAK SCIENTIFIC & TECHNOLOGICAL RESEARCH COUNCIL TURKEY,"ATATURK BULVARI NO 221, KAVAKLIDERE, ANKARA, Turkiye, TR-06100",TURKEY
7790047,TURKISH NEUROSURGERY,1019-5149,1019-5149,Clinical Neurology ; Surgery,TURKISH NEUROSURGICAL SOC,"TASKENT CADDESI 13-4, BAHCELIEVLER, Turkiye, ANKARA, 06500",TURKEY
7790048,TURKIYE ENTOMOLOJI DERGISI-TURKISH JOURNAL OF ENTOMOLOGY,1010-6960,2536-491X,Entomology,"ENTOMOLOGICAL SOC TURKEY, EGE UNIV","ZIRAAT FAKULTESI, BITKI KORUMA BOLUMU, BORNOVA IZMIR, Turkiye, 00000",TURKEY
7790049,TWIN RESEARCH AND HUMAN GENETICS,1832-4274,1839-2628,Genetics & Heredity ; Obstetrics & Gynecology,CAMBRIDGE UNIV PRESS,"EDINBURGH BLDG, SHAFTESBURY RD, CAMBRIDGE, ENGLAND, CB2 8RU",USA
7790050,TWMS JOURNAL OF PURE AND APPLIED MATHEMATICS,2076-2585,2219-1259,"Mathematics, Applied ; Mathematics",INST APPLIED MATHEMATICS,"BAKU STATE UNIV, Z KHALILOV, 23, BAKU, AZERBAIJAN, AZ1148",AZERBAIJAN
7790051,UHOD-ULUSLARARASI HEMATOLOJI-ONKOLOJI DERGISI,1306-133X,1306-133X,Oncology,AKAD DOKTORLAR YAYINEVI,"4 CADDE 56, SOKAK, NO 49-E, HILAL CANKAYA, Turkiye, ANKARA, 06550",TURKEY
7790052,UKRAINIAN JOURNAL OF PHYSICAL OPTICS,1609-1833,,Optics,INST PHYSICAL OPTICS,"23 DRAGOMANOV STR, LVIV, UKRAINE, 79005",UKRAINE
7790053,UKRAINIAN MATHEMATICAL JOURNAL,0041-5995,1573-9376,"Mathematics, Applied ; Mathematics",SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004",USA
7790054,ULTRAMICROSCOPY,0304-3991,1879-2723,Microscopy,ELSEVIER,"RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX",NETHERLANDS
7790055,ULTRASCHALL IN DER MEDIZIN,0172-4614,1438-8782,"Acoustics ; Radiology, Nuclear Medicine & Medical Imaging",GEORG THIEME VERLAG KG,"RUDIGERSTR 14, STUTTGART, GERMANY, D-70469",GERMANY
7790056,ULTRASONIC IMAGING,0161-7346,1096-0910,"Acoustics ; Engineering, Biomedical ; Radiology, Nuclear Medicine & Medical Imaging",SAGE PUBLICATIONS INC,"2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320",USA
7790057,ULTRASONICS,0041-624X,1874-9968,"Acoustics ; Radiology, Nuclear Medicine & Medical Imaging",ELSEVIER,"RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX",NETHERLANDS
7790058,ULTRASONICS SONOCHEMISTRY,1350-4177,1873-2828,"Acoustics ; Chemistry, Multidisciplinary",ELSEVIER,"RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX",NETHERLANDS
7790059,ULTRASONOGRAPHY,2288-5919,2288-5943,"Radiology, Nuclear Medicine & Medical Imaging",KOREAN SOC ULTRASOUND MEDICINE,"A-304MAPO TRAPALACE, 53 MAPO-DAERO, MAPO-GU, SEOUL, SOUTH KOREA, 121-784",SOUTH KOREA
7790060,ULTRASOUND IN MEDICINE AND BIOLOGY,0301-5629,1879-291X,"Acoustics ; Radiology, Nuclear Medicine & Medical Imaging",ELSEVIER SCIENCE INC,"STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169",USA
7790061,ULTRASOUND IN OBSTETRICS & GYNECOLOGY,0960-7692,1469-0705,"Acoustics ; Obstetrics & Gynecology ; Radiology, Nuclear Medicine & Medical Imaging",WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",USA
7790062,ULTRASOUND QUARTERLY,0894-8771,1536-0253,"Radiology, Nuclear Medicine & Medical Imaging",LIPPINCOTT WILLIAMS & WILKINS,"TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103",USA
7790063,ULTRASTRUCTURAL PATHOLOGY,0191-3123,1521-0758,Microscopy ; Pathology,TAYLOR & FRANCIS INC,"530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106",USA
7790064,ULUSAL TRAVMA VE ACIL CERRAHI DERGISI-TURKISH JOURNAL OF TRAUMA & EMERGENCY SURGERY,1306-696X,1307-7945,Emergency Medicine,TURKISH ASSOC TRAUMA EMERGENCY SURGERY,"KOPRULU MEHMET PASA SOC, DENIZ ABDAL MAH, DADASOGLU AP, 25-1 SEHREMINI, ISTANBUL, Turkiye, 00000",TURKEY
7790065,UNDERGROUND SPACE,2096-2754,2467-9674,"Engineering, Civil",KEAI PUBLISHING LTD,"16 DONGHUANGCHENGGEN NORTH ST, Building 5, Room 411, BEIJING, Peoples R China, DONGCHENG DISTRICT, 100009",CHINA
7790066,UNDERSEA AND HYPERBARIC MEDICINE,1066-2936,,"Marine & Freshwater Biology ; Medicine, Research & Experimental",UNDERSEA & HYPERBARIC MEDICAL SOC INC,"21 WEST COLONY PLACE, STE 280, DURHAM, USA, NC, 27705",USA
7790067,UNFALLCHIRURGIE,2731-7021,2731-703X,Emergency Medicine ; Surgery,SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004",USA
7790068,UNITED EUROPEAN GASTROENTEROLOGY JOURNAL,2050-6406,2050-6414,Gastroenterology & Hepatology,JOHN WILEY & SONS LTD,"THE ATRIUM, SOUTHERN GATE, CHICHESTER, ENGLAND, W SUSSEX, PO19 8SQ",USA
7790069,UNIVERSAL ACCESS IN THE INFORMATION SOCIETY,1615-5289,1615-5297,"Computer Science, Cybernetics",SPRINGER HEIDELBERG,"TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121",GERMANY
7790070,UNIVERSE,,2218-1997,"Astronomy & Astrophysics ; Physics, Particles & Fields",MDPI,"ST ALBAN-ANLAGE 66, BASEL, SWITZERLAND, CH-4052",SWITZERLAND
7790071,UNIVERSITY POLITEHNICA OF BUCHAREST SCIENTIFIC BULLETIN-SERIES A-APPLIED MATHEMATICS AND PHYSICS,1223-7027,,"Mathematics, Applied ; Physics, Multidisciplinary","UNIV POLITEHNICA BUCHAREST, SCI BULL","SPLAIUL INDEPENDENTEI 313, SECTOR 6, BUCURESTI, ROMANIA, 060042",ROMANIA
7790072,UPDATES IN SURGERY,2038-131X,2038-3312,Surgery,SPRINGER-VERLAG ITALIA SRL,"VIA DECEMBRIO, 28, MILAN, ITALY, 20137",ITALY
7790073,UPSALA JOURNAL OF MEDICAL SCIENCES,0300-9734,2000-1967,"Medicine, General & Internal",UPSALA MED SOC,"BOX 571 , UPPSALA, Sweden, 751 23",ENGLAND
7790074,URBAN CLIMATE,2212-0955,2212-0955,Environmental Sciences ; Meteorology & Atmospheric Sciences,ELSEVIER,"RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX",NETHERLANDS
7790075,URBAN ECOSYSTEMS,1083-8155,1573-1642,Biodiversity Conservation ; Ecology,SPRINGER,"VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ",NETHERLANDS
7790076,URBAN FORESTRY & URBAN GREENING,1618-8667,1610-8167,Forestry,ELSEVIER GMBH,"HACKERBRUCKE 6, MUNICH, GERMANY, 80335",GERMANY
7790077,URBAN WATER JOURNAL,1573-062X,1744-9006,Water Resources,TAYLOR & FRANCIS LTD,"2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN",ENGLAND
7790078,UROGYNECOLOGY,,2771-1897,Obstetrics & Gynecology,LIPPINCOTT WILLIAMS & WILKINS,"TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103",USA
7790079,UROLITHIASIS,2194-7228,2194-7236,Urology & Nephrology,SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004",USA
7790080,UROLOGIA INTERNATIONALIS,0042-1138,1423-0399,Urology & Nephrology,KARGER,"ALLSCHWILERSTRASSE 10, BASEL, SWITZERLAND, CH-4009",SWITZERLAND
7790081,UROLOGIC CLINICS OF NORTH AMERICA,0094-0143,1558-318X,Urology & Nephrology,W B SAUNDERS CO-ELSEVIER INC,"1600 JOHN F KENNEDY BOULEVARD, STE 1800, PHILADELPHIA, USA, PA, 19103-2899",USA
7790082,UROLOGIC ONCOLOGY-SEMINARS AND ORIGINAL INVESTIGATIONS,1078-1439,1873-2496,Oncology ; Urology & Nephrology,ELSEVIER SCIENCE INC,"STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169",USA
7790083,UROLOGIE,2731-7064,2731-7072,Urology & Nephrology,SPRINGER HEIDELBERG,"TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121",GERMANY
7790084,UROLOGY,0090-4295,1527-9995,Urology & Nephrology,ELSEVIER SCIENCE INC,"STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169",USA
7790085,UROLOGY JOURNAL,1735-1308,1735-546X,Urology & Nephrology,UROL & NEPHROL RES CTR-UNRC,"NO 44, 9TH BOUSTAN ST, PASADARAN AVE, TEHRAN, IRAN, 00000",IRAN
7790086,URSUS,1537-6176,1938-5439,Zoology,INT ASSOC BEAR RESEARCH & MANAGEMENT-IBA,"C/O TERRY WHITE, UNIV TENNESSEE, DEPT FORESTRY, WILDLIFE & FISHERIES, PO BOX 1071, KNOXVILLE, USA, TN, 37901-1071",USA
7790087,USER MODELING AND USER-ADAPTED INTERACTION,0924-1868,1573-1391,"Computer Science, Cybernetics",SPRINGER,"VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ",NETHERLANDS
7790088,UTILITIES POLICY,0957-1787,1878-4356,Energy & Fuels ; Environmental Sciences,ELSEVIER SCI LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB",ENGLAND
7790089,VACCINE,0264-410X,1873-2518,"Immunology ; Medicine, Research & Experimental",ELSEVIER SCI LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB",ENGLAND
7790090,VACCINES,,2076-393X,"Immunology ; Medicine, Research & Experimental",MDPI,"ST ALBAN-ANLAGE 66, BASEL, SWITZERLAND, CH-4052",SWITZERLAND
7790091,VACUUM,0042-207X,1879-2715,"Materials Science, Multidisciplinary ; Physics, Applied",PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB",ENGLAND
7790092,VADOSE ZONE JOURNAL,,1539-1663,Environmental Sciences ; Soil Science ; Water Resources,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",USA
7790093,VALUE IN HEALTH,1098-3015,1524-4733,Health Care Sciences & Services,ELSEVIER SCIENCE INC,"STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169",USA
7790094,VASA-EUROPEAN JOURNAL OF VASCULAR MEDICINE,0301-1526,1664-2872,Peripheral Vascular Diseases,HOGREFE AG-HOGREFE AG SUISSE,"LANGGASS STRASSE 76, BERN , Switzerland, 3012",SWITZERLAND
7790095,VASCULAR,1708-5381,1708-539X,Peripheral Vascular Diseases,SAGE PUBLICATIONS LTD,"1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP",ENGLAND
7790096,VASCULAR AND ENDOVASCULAR SURGERY,1538-5744,1938-9116,Surgery ; Peripheral Vascular Diseases,SAGE PUBLICATIONS INC,"2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320",USA
7790097,VASCULAR MEDICINE,1358-863X,1477-0377,Peripheral Vascular Diseases,SAGE PUBLICATIONS LTD,"1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP",ENGLAND
7790098,VASCULAR PHARMACOLOGY,1537-1891,1879-3649,Pharmacology & Pharmacy,ELSEVIER SCIENCE INC,"STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169",USA
7790099,VECTOR-BORNE AND ZOONOTIC DISEASES,1530-3667,1557-7759,"Public, Environmental & Occupational Health ; Infectious Diseases","MARY ANN LIEBERT, INC","140 HUGUENOT STREET, 3RD FL, NEW ROCHELLE, USA, NY, 10801",USA
7790100,VEGETATION HISTORY AND ARCHAEOBOTANY,0939-6314,1617-6278,Plant Sciences ; Paleontology,SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004",USA
7790101,VEHICLE SYSTEM DYNAMICS,0042-3114,1744-5159,"Engineering, Mechanical",TAYLOR & FRANCIS LTD,"2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN",ENGLAND
7790102,VEHICULAR COMMUNICATIONS,2214-2096,2214-2096,Telecommunications ; Transportation Science & Technology,ELSEVIER,"RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX",NETHERLANDS
7790103,VERHALTENSTHERAPIE,1016-6262,1423-0402,Psychiatry,KARGER,"ALLSCHWILERSTRASSE 10, BASEL, SWITZERLAND, CH-4009",SWITZERLAND
7790104,VERTEBRATE ZOOLOGY,1864-5755,2625-8498,Zoology,STAATLICHES MUSEUM TIERKUNDE DRESDEN,"KOENIGSBRUECKER LANDSTRASSE 159, DRESDEN, GERMANY, 00000",GERMANY
7790105,VETERINARIA ITALIANA,0505-401X,1828-1427,Veterinary Sciences,IST ZOOPROFILATTICO SPERIMENTALE ABRUZZO & MOLISE G CAPORALE-IZS A&M,"CAMPO BOARIO, TERAMO, ITALY, 64100",ITALY
7790106,VETERINARIA MEXICO,0301-5092,2448-6760,Veterinary Sciences,UNIV NACIONAL AUTONOMA MEXICO FACULTAD MEDICINA VETERINARIA ZOOTECNIA,"CIRCUITO EXTERIOR, CIUDAD UNIVERSITARIA, MEXICO, MEXICO, DF, 04510",MEXICO
7790107,VETERINARNI MEDICINA,0375-8427,1805-9392,Veterinary Sciences,CZECH ACADEMY AGRICULTURAL SCIENCES,"TESNOV 17, PRAGUE, CZECH REPUBLIC, 117 05",CZECH REPUBLIC
7790108,VETERINARSKI ARHIV,0372-5480,1331-8055,Veterinary Sciences,UNIV ZAGREB VET FACULTY,"P O BOX 190, ZAGREB, CROATIA, 41001",CROATIA
7790109,VETERINARY ANAESTHESIA AND ANALGESIA,1467-2987,1467-2995,Veterinary Sciences,ELSEVIER,"RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX",NETHERLANDS
7790110,VETERINARY AND COMPARATIVE ONCOLOGY,1476-5810,1476-5829,Veterinary Sciences,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",USA
7790111,VETERINARY AND COMPARATIVE ORTHOPAEDICS AND TRAUMATOLOGY,0932-0814,2567-6911,Veterinary Sciences ; Zoology,GEORG THIEME VERLAG KG,"RUDIGERSTR 14, STUTTGART, GERMANY, D-70469",GERMANY
7790112,VETERINARY CLINICAL PATHOLOGY,0275-6382,1939-165X,Veterinary Sciences,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",USA
7790113,VETERINARY CLINICS OF NORTH AMERICA-EQUINE PRACTICE,0749-0739,1558-4224,Veterinary Sciences,W B SAUNDERS CO-ELSEVIER INC,"1600 JOHN F KENNEDY BOULEVARD, STE 1800, PHILADELPHIA, USA, PA, 19103-2899",USA
7790114,VETERINARY CLINICS OF NORTH AMERICA-FOOD ANIMAL PRACTICE,0749-0720,1558-4240,Veterinary Sciences,W B SAUNDERS CO-ELSEVIER INC,"1600 JOHN F KENNEDY BOULEVARD, STE 1800, PHILADELPHIA, USA, PA, 19103-2899",USA
7790115,VETERINARY CLINICS OF NORTH AMERICA-SMALL ANIMAL PRACTICE,0195-5616,1878-1306,Veterinary Sciences,W B SAUNDERS CO-ELSEVIER INC,"1600 JOHN F KENNEDY BOULEVARD, STE 1800, PHILADELPHIA, USA, PA, 19103-2899",USA
7790116,VETERINARY DERMATOLOGY,0959-4493,1365-3164,Dermatology ; Veterinary Sciences,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",USA
7790117,VETERINARY IMMUNOLOGY AND IMMUNOPATHOLOGY,0165-2427,1873-2534,Immunology ; Veterinary Sciences,ELSEVIER,"RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX",NETHERLANDS
7790118,VETERINARY JOURNAL,1090-0233,1532-2971,Veterinary Sciences,ELSEVIER SCI LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB",ENGLAND
7790119,VETERINARY MEDICINE AND SCIENCE,,2053-1095,Veterinary Sciences,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030",USA
7790120,VETERINARY MICROBIOLOGY,0378-1135,1873-2542,Microbiology ; Veterinary Sciences,ELSEVIER,"RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX",NETHERLANDS
7790121,VETERINARY OPHTHALMOLOGY,1463-5216,1463-5224,Veterinary Sciences,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",USA
7790122,VETERINARY PARASITOLOGY,0304-4017,1873-2550,Parasitology ; Veterinary Sciences,ELSEVIER,"RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX",NETHERLANDS
7790123,VETERINARY PATHOLOGY,0300-9858,1544-2217,Pathology ; Veterinary Sciences,SAGE PUBLICATIONS INC,"2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320",USA
7790124,VETERINARY QUARTERLY,0165-2176,1875-5941,Veterinary Sciences,TAYLOR & FRANCIS LTD,"2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN",ENGLAND
7790125,VETERINARY RADIOLOGY & ULTRASOUND,1058-8183,1740-8261,Veterinary Sciences,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",USA
7790126,VETERINARY RECORD,0042-4900,2042-7670,Veterinary Sciences,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",ENGLAND
7790127,VETERINARY RESEARCH,0928-4249,1297-9716,Veterinary Sciences,BMC,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",ENGLAND
7790128,VETERINARY RESEARCH COMMUNICATIONS,0165-7380,1573-7446,Veterinary Sciences,SPRINGER,"VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ",NETHERLANDS
7790129,VETERINARY RESEARCH FORUM,2008-8140,2322-3618,Zoology,URMIA UNIV,"FAC VETERINARY MEDICINE, URMIA, IRAN, 57153-1177",IRAN
7790130,VETERINARY SCIENCES,,2306-7381,Veterinary Sciences,MDPI,"ST ALBAN-ANLAGE 66, BASEL, SWITZERLAND, CH-4052",SWITZERLAND
7790131,VETERINARY SURGERY,0161-3499,1532-950X,Veterinary Sciences,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",USA
7790132,VIBRATIONAL SPECTROSCOPY,0924-2031,1873-3697,"Chemistry, Analytical ; Chemistry, Physical ; Spectroscopy",ELSEVIER,"RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX",NETHERLANDS
7790133,VIDEOSURGERY AND OTHER MINIINVASIVE TECHNIQUES,1895-4588,2299-0054,Surgery,TERMEDIA PUBLISHING HOUSE LTD,"KLEEBERGA 2, POZNAN, Poland, 61-615",POLAND
7790134,VIE ET MILIEU-LIFE AND ENVIRONMENT,0240-8759,,Ecology ; Marine & Freshwater Biology,OBSERVATOIRE OCEANOLOGIQUE BANYULS,"LABORATOIRE ARAGO, BP 44, BANYULS-SUR-MER CEDEX, FRANCE, 66651",FRANCE
7790135,VIRAL IMMUNOLOGY,0882-8245,1557-8976,Immunology ; Virology,"MARY ANN LIEBERT, INC","140 HUGUENOT STREET, 3RD FL, NEW ROCHELLE, USA, NY, 10801",USA
7790136,VIRCHOWS ARCHIV,0945-6317,1432-2307,Pathology,SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004",USA
7790137,VIROLOGICA SINICA,1674-0769,1995-820X,Virology,KEAI PUBLISHING LTD,"16 DONGHUANGCHENGGEN NORTH ST, Building 5, Room 411, BEIJING, Peoples R China, DONGCHENG DISTRICT, 100009",USA
7790138,VIROLOGIE,1267-8694,1950-6961,Virology,JOHN LIBBEY EUROTEXT LTD,"30, RUE BERTHOLLET, BATIMENT A, ARCUEIL, France, ?, 94110",FRANCE
7790139,VIROLOGY,0042-6822,1089-862X,Virology,ACADEMIC PRESS INC ELSEVIER SCIENCE,"525 B ST, STE 1900, SAN DIEGO, USA, CA, 92101-4495",USA
7790140,VIROLOGY JOURNAL,,1743-422X,Virology,BMC,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",ENGLAND
7790141,VIRTUAL AND PHYSICAL PROTOTYPING,1745-2759,1745-2767,"Engineering, Manufacturing ; Materials Science, Multidisciplinary",TAYLOR & FRANCIS LTD,"2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN",ENGLAND
7790142,VIRTUAL REALITY,1359-4338,1434-9957,"Computer Science, Interdisciplinary Applications ; Computer Science, Software Engineering ; Imaging Science & Photographic Technology",SPRINGER LONDON LTD,"236 GRAYS INN RD, 6TH FLOOR, LONDON, ENGLAND, WC1X 8HL",ENGLAND
7790143,VIRULENCE,2150-5594,2150-5608,Immunology ; Infectious Diseases ; Microbiology,TAYLOR & FRANCIS INC,"530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106",USA
7790144,VIRUSES-BASEL,,1999-4915,Virology,MDPI,"ST ALBAN-ANLAGE 66, BASEL, SWITZERLAND, CH-4052",SWITZERLAND
7790145,VIRUS EVOLUTION,,2057-1577,Virology,OXFORD UNIV PRESS,"GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP",ENGLAND
7790146,VIRUS GENES,0920-8569,1572-994X,Genetics & Heredity ; Virology,SPRINGER,"VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ",NETHERLANDS
7790147,VIRUS RESEARCH,0168-1702,1872-7492,Virology,ELSEVIER,"RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX",NETHERLANDS
7790148,VISCERAL MEDICINE,2297-4725,2297-475X,Gastroenterology & Hepatology ; Surgery,KARGER,"ALLSCHWILERSTRASSE 10, BASEL, SWITZERLAND, CH-4009",SWITZERLAND
7790149,VISION RESEARCH,0042-6989,1878-5646,Neurosciences ; Ophthalmology ; Psychology,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB",ENGLAND
7790150,VISUAL COMPUTER,0178-2789,1432-2315,"Computer Science, Software Engineering",SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004",USA
